Site_ID,Reference_ID,Location,Country,State,Latitude,Longitude,Uncertainty_radius,Elevation_low,Elevation_high,Habitat_description,Habitat_code,Abundance_data_present,Abundance_data_format,Spatial_extent,Study_duration,Time_series,N_years,Notes
1500,Li2003,Xishui Protection Station; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,38.61666,100.350008,0,2800,2800,montane grassland and shrub,GL,all,raw,1185,3,0,1,NULL
1501,Li2003,Xishui Protection Station; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,38.61666,100.350008,0,3200,3200,conifer forest with island distribution,CF,all,raw,1185,3,0,1,NULL
1502,Li2003,Xishui Protection Station; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,38.61666,100.350008,0,3600,3600,alpine meadow and shrub,GL,all,raw,1185,3,0,1,NULL
1503,Li2003,Xishui Protection Station; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,38.61666,100.350008,0,3900,3900,alpine meadow and shrub,GL,all,raw,1185,3,0,1,NULL
1504,Li2003,Jingteshang; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,39.499995,98.16668,0,1600,1600,montane desert,D,all,raw,1185,3,0,1,NULL
1505,Li2003,Jingteshang; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,39.499995,98.16668,0,2000,2000,montane semidesert,D,all,raw,1185,3,0,1,NULL
1506,Li2003,Jingteshang; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,39.499995,98.16668,0,2400,2400,transition from montane semidesert to montane grassland,DG,all,raw,1185,3,0,1,NULL
1507,Li2003,Jingteshang; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,39.499995,98.16668,0,2800,2800,montane grassland with less shrub,GL,all,raw,1185,3,0,1,NULL
1508,Li2003,Jingteshang; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,39.499995,98.16668,0,3200,3200,subalpine grassland,GL,all,raw,1185,3,0,1,NULL
1509,Li2003,Jingteshang; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,39.499995,98.16668,0,3600,3600,alpine meadow  ,GL,all,raw,1185,3,0,1,NULL
1510,Li2003,Jingteshang; Mt. Qilian National Reserve; North slopes of Qilian mountain range; on the boundary of Gansu and Qinghia provinces,China,NULL,39.499995,98.16668,0,3900,3900,alpine sparse meadow,GL,all,raw,1185,3,0,1,NULL
1511,Brown1973,29 km WSW Winnemucca; Pronto; Humboldt County,USA,NV,40.882045,-118.054296,5,1290,1290,Great Basin sand dunes,DS,all,raw,1050,1,0,1,NULL
1512,Brown1973,15 km NE Lovelock; Pershing County,USA,NV,40.246852,-118.318688,5,1290,1290,Great Basin sand dunes,DS,all,raw,525,1,0,1,NULL
1513,Brown1973,34 km WNW Lovelock; Pershing County,USA,NV,40.276467,-118.859474,5,1250,1250,Great Basin sand dunes,DS,all,raw,1050,1,0,1,NULL
1514,Brown1973,11 km S Lovelock; Pershing County,USA,NV,40.039934,-118.469369,5,1190,1190,Great Basin sand dunes,DS,all,raw,1125,1,0,1,NULL
1515,Brown1973,37 km SE Fallon; Sand Mountain; Churchill County,USA,NV,39.281348,-118.422752,5,1260,1260,Great Basin sand dunes,DS,all,raw,1050,1,0,1,NULL
1516,Brown1973,21 km S Mina; Mineral County,USA,NV,38.201108,-118.1029,5,1370,1370,Great Basin sand dunes,DS,all,raw,1050,1,0,1,NULL
1517,Brown1973,21 km N Dyer; Fishlake Valley; Esmeralda County,USA,NV,37.855243,-118.076229,5,1490,1490,Great Basin sand dunes,DS,all,raw,7125,27,0,3,NULL
1518,Brown1973,7 km NW Keeler; Owens Lake; Inyo County,USA,CA,36.508673,-117.947501,5,1190,1190,Mojave Desert sand dunes,DS,all,raw,1125,1,0,1,NULL
1519,Brown1973,25 km SW Baker; San Bernardino County,USA,CA,34.885195,-117.86195,5,430,430,Mojave Desert sand dunes,DS,all,raw,1125,1,0,1,NULL
1520,Brown1973,8 km S Kelso; Kelso Dunes; San Bernardino County,USA,CA,34.910822,-115.731109,5,670,670,Mojave Desert sand dunes,DS,all,raw,1575,13,0,2,NULL
1521,Brown1973,3 km NE Indio; Riverside County,USA,CA,33.737342,-116.187333,5,20,20,Sonoran Desert sand dunes,DS,all,raw,1125,1,0,1,NULL
1522,Brown1973,8 km W Glamis; Algodones Dunes; Imperial County,USA,CA,32.9937,-115.08162,5,90,90,Sonoran Desert sand dunes,DS,all,raw,1125,1,0,1,NULL
1523,Brown1973,6 km ENE Borrego Springs; San Diego County,USA,CA,33.275425,-116.314848,5,150,150,Sonoran Desert sand dunes,DS,all,raw,1125,1,0,1,NULL
1524,Brown1973,11 km NE Montello; Elko County,USA,NV,41.325913,-114.092264,5,1490,1490,Great Basin sand dunes,DS,all,raw,1050,1,0,1,NULL
1525,Brown1973,2 km NE Dugway Proving Ground; Tooele County,USA,UT,40.135437,-113.398532,5,1460,1460,Great Basin sand dunes,DS,all,raw,525,1,0,1,NULL
1526,Brown1973,13 km S Currant; Nye County,USA,NV,38.624421,-115.476015,5,1460,1460,Great Basin sand dunes,DS,all,raw,1050,1,0,1,NULL
1527,Brown1973,16 km W Kanab; Coral Pink Sand Dunes State Park; Kane County,USA,UT,37.047485,-112.526314,5,1830,1830,Great Basin sand dunes,DS,all,raw,1050,1,0,1,NULL
1528,Brown1973,NE shore of Mono Lake; Mono County,USA,CA,38.064078,-118.950532,5,1980,1980,Great Basin sand dunes,DS,all,raw,1050,1,0,1,NULL
1529,Brown1975,11 km E Yuma; Yuma County,USA,AZ,32.725274,-114.504087,5,75,75,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1530,Brown1975,16 km E Yuma; Yuma County,USA,AZ,32.726067,-114.454554,5,75,75,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1531,Brown1975,25 km E Yuma; Yuma County,USA,AZ,32.725895,-114.355584,5,150,150,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1532,Brown1975,24 km W and 10 km N Gila Bend; Maricopa County,USA,AZ,33.034998,-112.979697,5,225,225,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1533,Brown1975,24 km W and 3 km N Gila Bend; Maricopa County,USA,AZ,32.969697,-112.973754,5,225,225,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1534,Brown1975,24 km SSW Gila Bend; Maricopa County,USA,AZ,32.742555,-112.800284,5,300,300,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1535,Brown1975,11km E Casa Grande; Pinal County,USA,AZ,32.879065,-111.639312,5,425,425,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1536,Brown1975,8km S Casa Grande; Pinal County,USA,AZ,32.806545,-111.756898,5,425,425,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1537,Brown1975,18km S Casa Grande; Pinal County,USA,AZ,32.715959,-111.756898,5,450,450,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1538,Brown1975,8 km N and 1.5 km E Rodeo; Hidalgo County,USA,NM,31.90842,-109.020531,5,1225,1225,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1539,Brown1975,6.5 km E Portal; Cochise County,USA,AZ,31.916675,-109.070445,5,1225,1225,Sonoran Desert,DS,all,raw,5625,13,0,2,NULL
1540,Brown1975,2.5 km NW Portal; Cochise County,USA,AZ,31.923226,-109.160037,5,1425,1425,Sonoran Desert,DS,all,raw,750,1,0,1,NULL
1541,BrownUP,9.5 mi N and 3.5 mi E Gandy; Juab County,USA,UT,39.534387,-113.936604,5,1400,1400,Great Basin Desert,DS,all,raw,NULL,NULL,0,NULL,NULL
1542,BrownUP,4.5 mi W Junction AZ 366 & US 191; Graham County,USA,AZ,32.729843,-109.762165,5,1100,1200,Sonoran Desert scrub,DS,all,raw,NULL,NULL,0,NULL,NULL
1543,BrownUP,9 mi S and 1.5 mi E Safford; Graham County,USA,AZ,32.751628,-109.693464,5,950,1000,Sonoran Desert scrub,DS,all,raw,NULL,NULL,0,NULL,NULL
1544,BrownUP,8.5 mi S Junction AZ 366 & US 191; Graham County,USA,AZ,32.65274,-109.71475,5,1050,1150,Sonoran Desert scrub,DS,all,raw,NULL,NULL,0,NULL,NULL
1545,BrownUP,4 mi S Animas; Rt 338; Animas; Hidalgo County,USA,NM,31.888928,-108.80723,5,1300,1400,Chihuahuan Desert,DS,all,raw,NULL,NULL,0,NULL,NULL
1546,BrownUP,6 mi NW Mill City; Junction of I-80 & NV 40; Mill City; Pershing County,USA,NV,40.727209,-118.174192,10,1250,1350,Great Basin desert scrub,DS,all,raw,NULL,1,0,NULL,NULL
1547,BrownUP,8 mi N Winnemucca; Winnemucca; Humboldt County,USA,NV,41.088728,-117.723165,5,1300,1400,Great Basin desert scrub,DS,all,raw,NULL,1,0,NULL,NULL
1548,BrownUP,Hwy 9; Hidalgo County,USA,NM,31.94722,-108.803802,25,1250,1350,Chihuahuan Desert scrub,DS,all,raw,NULL,NULL,0,NULL,NULL
1549,Rosenzweig1975,San Pedro Valley,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert,DS,all,raw,774,2,0,1,NULL
1550,Rosenzweig1975,San Pedro Valley,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert,DS,all,raw,4500,1,0,1,NULL
1551,Whitford1976,40 km NNE Las Cruces; Jornada Validation Site; Dona Ana County,USA,NM,32.492374,-106.807927,5,1000,1500,Chihuahuan Desert playa,DS,all,raw,8100,1,0,1,NULL
1552,Whitford1976,40 km NNE Las Cruces; Jornada Validation Site; Dona Ana County,USA,NM,32.548213,-106.836846,5,1000,1500,Chihuahuan Desert bajada,DS,all,raw,8100,1,0,1,NULL
1553,Brown1979,60km NW Tucson; Silver Bell Validation Site of the Desert Biome,USA,AZ,32.419864,-111.423033,15,600,800,Sonoran Desert,DS,all,raw,1017.87602,37,0,4,NULL
1554,OFarrell1974,40 km N Sparks; Highway 33; Warm Springs Valley; Washoe County,USA,NV,39.909827,-119.761737,20,1363,1363,Great Basin,DS,all,raw,27000,4,0,1,NULL
1555,Thompson1982,5 km S Joshua Tree; Joshua Tree; San Bernardino County,USA,CA,34.061026,-116.310236,2,1300,1400,Mojave Desert bajada,DS,all,raw,5000,1,0,1,NULL
1556,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1557,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1558,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1559,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1560,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1561,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1562,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1563,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1564,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1565,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1566,Rosenzweig1969,Desert Biology Station; UA; Superior,USA,AZ,33.27849,-111.156817,5,750,850,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1567,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1568,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1569,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1570,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1571,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1572,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1573,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1574,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1575,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1576,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1577,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1578,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1579,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1580,Rosenzweig1969,San Pedro River Valley; E side of Huachuca Mountains; Cochise County,USA,AZ,32.404346,-110.453692,100,1000,1500,Sonoran Desert scrub,DS,all,raw,589.6455252,1,0,1,NULL
1581,Chew1970,8 km N Portal; Portal; Cochise County,USA,AZ,31.98625,-109.141331,2,1370,1370,Chihuahuan desert scrub,DS,all,raw,38125,12,0,1,NULL
1582,Larsen1978,40 km NW Rock Springs; Seedskadee National Wildlife Refuge; Sweetwater County,USA,WY,41.813801,-109.812918,2,1900,1950,sagebrush; grid 1,DS,all,raw,27225,1,0,1,NULL
1583,Larsen1978,40 km NW Rock Springs; Seedskadee National Wildlife Refuge; Sweetwater County,USA,WY,41.813801,-109.812918,2,1900,1950,sagebrush; grid 2,DS,all,raw,27225,1,0,1,NULL
1584,Larsen1978,15 km NW Grand Valley; Parachute Creek; Garfield County,USA,CO,39.620866,-108.656286,5,2200,2400,sagebrush,DS,all,raw,27225,1,0,1,NULL
1585,Larsen1978,14 km NW Grand Valley; Parachute Creek; Garfield County,USA,CO,39.606068,-108.658991,5,2200,2400,sagebrush,DS,all,raw,27225,1,0,1,NULL
1586,Larsen1978,11 km NW Grand Valley; Parachute Creek; Garfield County,USA,CO,39.590274,-108.63285,5,2200,2400,sagebrush,DS,all,raw,27225,1,0,1,NULL
1587,Larsen1978,19 km SW Snowville; Cedar Hill; Box Elder County,USA,UT,41.843632,-112.865725,2,1350,1450,sagebrush; grid 6,DS,all,raw,27225,5,0,1,NULL
1588,Larsen1978,19 km SW Snowville; Cedar Hill; Box Elder County,USA,UT,41.843632,-112.865725,2,1350,1450,sagebrush; grid 7,DS,all,raw,27225,5,0,1,NULL
1589,Larsen1978,25 km WSW Snowville;  IBP/Desert Biome Site; Box Elder County,USA,UT,41.899927,-112.998462,5,1350,1450,sagebrush; grid 8,DS,all,raw,27225,1,0,1,NULL
1590,Larsen1978,25 km WSW Snowville;  IBP/Desert Biome Site; Box Elder County,USA,UT,41.899927,-112.998462,5,1350,1450,sagebrush; grid 9,DS,all,raw,27225,1,0,1,NULL
1591,Larsen1978,30 km WSW Snowville;  Wildcat Hills; Box Elder County,USA,UT,41.839888,-113.017302,5,1400,1500,sagebrush,DS,all,raw,27225,1,0,1,NULL
1592,Larsen1978,55 km WNW Mountain Home; Snake River Birds of Prey Natural Area; Ada County,USA,ID,43.20019,-116.361447,2,800,950,sagebrush,DS,all,raw,27225,1,0,1,NULL
1593,Larsen1978,58 km WNW Mountain Home; Snake River Birds of Prey Natural Area; Ada County,USA,ID,43.189598,-116.404435,2,800,950,sagebrush,DS,all,raw,27225,1,0,1,NULL
1594,Kingsley1981,24; Leadfield Road; 2 miles west of Death Valley National Park boundary,USA,CA,36.45663601,-117.2186279,50,1150,1150,creosote scrub,DS,all,raw,8000,1,0,1,NULL
1595,Kingsley1981,31b; Scotty's Ranch; 0.25 W of house,USA,CA,37.36579147,-117.3394775,10,675,675,creosote scrub,DS,all,raw,8000,1,0,1,NULL
1596,Kingsley1981,36; route 5 mile post 10,USA,CA,36.5140512,-117.1746826,50,30,30,mesquite scrub,DS,all,raw,8000,1,0,1,NULL
1597,Kingsley1981,40; route 5 mile post 30.1,USA,CA,36.5140512,-117.1746826,50,580,580,creosote scrub,DS,all,raw,8000,1,0,1,NULL
1598,Kingsley1981,19; Titus Canyon at entering canyon sign,USA,CA,36.83401954,-117.1705627,5,1220,1220,rock wall; wash,DS,all,raw,8000,1,0,1,NULL
1599,Kingsley1981,18; Titus Canyon ; Klare Spring,USA,CA,36.83401954,-117.1705627,5,975,975,spring; rock wall,DS,all,raw,8000,1,0,1,NULL
1600,Kingsley1981,20; Leadfield Rd; 1/2 mi east of Leadfield,USA,CA,36.847589,-117.050236,1,1340,1340,wash; bench; hill,DS,all,raw,8000,1,0,1,NULL
1601,Kingsley1981,21b; Leadfield Rd; Red Pass,USA,CA,36.82883,-117.032211,1,1580,1580,rock outcrops,DS,all,raw,8000,1,0,1,NULL
1602,Kingsley1981,37; route 5 mile post 14,USA,CA,36.5140512,-117.1746826,50,30,30,bajada and wash,DS,all,raw,8000,1,0,1,NULL
1603,Kingsley1981,38; route 5 mile post 24,USA,CA,36.5140512,-117.1746826,50,400,400,bajada and wash,DS,all,raw,8000,1,0,1,NULL
1604,Kingsley1981,39;  route 5 mile post 26.5,USA,CA,36.5140512,-117.1746826,50,500,500,bajada and wash,DS,all,raw,8000,1,0,1,NULL
1605,Kingsley1981,41; Surprise Springs,USA,CA,37.00049,-117.343681,1,850,850,canyon; desert springs,DS,all,raw,8000,1,0,1,NULL
1606,Kingsley1981,16; Hooligan Mine,USA,NV,36.873555,-116.996452,1,1460,1460,rocky hill; wash; flat,DS,all,raw,8000,1,0,1,NULL
1607,Kingsley1981,21A; Leadfield Rd at Titanothere Canyon,USA,CA,36.746336,-117.080897,1,1460,1460,wash; bench; hill,DS,all,raw,8000,1,0,1,NULL
1608,Kingsley1981,22; Leadfield Rd 1 mi W of state border,USA,CA,36.45663601,-117.2186279,10,1580,1580,hill; rock outcrops,DS,all,raw,8000,1,0,1,NULL
1609,Kingsley1981,23; Leadfield Rd; 4 miles west of monument boundary,USA,CA,36.45663601,-117.2186279,15,1280,1280,slope; wash; flat,DS,all,raw,8000,18,0,2,NULL
1610,Kingsley1981,8; 5 mile east and 1 mile north of Grapevine Peak,USA,CA,36.97846,-117.056918,1,1675,1675,valley; ridge; wash,DS,all,raw,8000,1,0,1,NULL
1611,Kingsley1981,9; 7 mile east and 1 mile north of Grapevine Peak,USA,CA,36.980271,-117.019527,1,1580,1580,rocky hill; wash; sage flat,DS,all,raw,8000,13,0,2,NULL
1612,Kingsley1981,10; 8 miles east Grapevine Peak,USA,CA,36.965343,-117.000143,1,1525,1525,sagebrush flat,DS,all,raw,8000,1,0,1,NULL
1613,Kingsley1981,13; 3.5 miles east Strozzi Ranch,USA,CA,36.5140512,-117.1746826,50,1760,1760,sagebrush,DS,all,raw,8000,1,0,1,NULL
1614,Kingsley1981,14; 1.5 miles east Mexican Camp,USA,CA,36.5140512,-117.1746826,50,1700,1700,sagebrush,DS,all,raw,8000,1,0,1,NULL
1615,Kingsley1981,5; 1 mile south and 2 miles east of Grapevine Peak,USA,CA,36.95107,-117.112956,1,2075,2075,pinon woodland,DS,all,raw,8000,4,0,1,NULL
1616,Kingsley1981,11; Strozzi Ranch - Brier Spring,USA,CA,36.5140512,-117.1746826,50,1950,1950,pinon woodland,DS,all,raw,8000,3,0,1,NULL
1617,Nichols1975,Area 1 Rush Valley; Tooele County,USA,UT,40.2236133,-112.3929696,1,1560,1560,Great Basin sagebrush,DS,all,raw,58700,3,0,1,NULL
1618,Nichols1975,Area 2 Rush Valley; Tooele County,USA,UT,40.0778147,-112.4878268,1,1740,1740,Great Basin sagebrush,DS,all,raw,58700,3,0,1,NULL
1619,Nichols1975,Area 3 Rush Valley; Tooele County,USA,UT,40.0633074,-112.411938,10,1980,1980,Great Basin sagebrush,DS,all,raw,58700,3,0,1,NULL
1620,Feldhamer1979,Malheur National Wildlife Refuge; Harney Basin; Harney County,USA,OR,43.265708,-118.844213,25,1250,1250,Great Basin sagebrush,DS,all,raw,55000,24,0,3,NULL
1621,Feldhamer1979,Malheur National Wildlife Refuge; Harney Basin; Harney County,USA,OR,43.265708,-118.844213,25,1250,1250,Great Basin greasewood,DS,all,raw,55000,24,0,3,NULL
1622,Feldhamer1979,Malheur National Wildlife Refuge; Harney Basin; Harney County,USA,OR,43.265708,-118.844213,25,1250,1250,Great Basin grassland,DS,all,raw,44000,24,0,3,NULL
1623,Feldhamer1979,Malheur National Wildlife Refuge; Harney Basin; Harney County,USA,OR,43.265708,-118.844213,25,1250,1250,Great Basin Marsh,DS,all,raw,44000,24,0,3,NULL
1624,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,600,1100,Baccharis association; Rio Grande Valley,DS,some,raw,NULL,NULL,0,NULL,NULL
1625,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,600,1100,Mesquite association; Rio Grande Valley,DS,some,raw,NULL,NULL,0,NULL,NULL
1626,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,600,1100,Creosote - tarbush association; Rio Grande Valley,DS,some,raw,NULL,NULL,0,NULL,NULL
1627,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,600,1100,Creosote - ocotillo - mesquite association; Rio Grande Valley,DS,some,raw,NULL,NULL,0,NULL,NULL
1628,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,600,1100,Creosote - tasajillo association; Rio Grande Valley,DS,some,raw,NULL,NULL,0,NULL,NULL
1629,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,600,1100,Tobosa - burrograss association; Rio Grande Valley,DS,some,raw,NULL,NULL,0,NULL,NULL
1630,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,600,1100,Tobosa - mesquite association; Rio Grande Valley,DS,some,raw,NULL,NULL,0,NULL,NULL
1631,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,600,1100,Tobosa - platyopuntia association; Rio Grande Valley,DS,some,raw,NULL,NULL,0,NULL,NULL
1632,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,600,1100,Tobosa - tarbush association; Rio Grande Valley,DS,some,raw,NULL,NULL,0,NULL,NULL
1633,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,1100,1400,Chert-Hill association; foothills,DS,some,raw,NULL,NULL,0,NULL,NULL
1634,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,1100,1400,Sotol - lecheguilla association; foothills,DS,some,raw,NULL,NULL,0,NULL,NULL
1635,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,1100,1400,Creosote - lecheguilla association; foothills,DS,some,raw,NULL,NULL,0,NULL,NULL
1636,Denyes1956,Chisos Mtns; Brewster County,USA,TX,29.266667,-103.3,15,1400,1800,Grama - bluestem association,DS,some,raw,NULL,NULL,0,NULL,NULL
1637,Denyes1956,Davis Mountains; Brewster County,USA,TX,30.357962,-103.662938,15,1400,1500,Short - grass association,DS,some,raw,NULL,NULL,0,NULL,NULL
1638,Denyes1956,Davis Mountains; Brewster County,USA,TX,30.357962,-103.662938,15,1400,1500,Short - grass - yucca association,DS,some,raw,NULL,NULL,0,NULL,NULL
1639,Denyes1956,Davis Mountains; Brewster County,USA,TX,30.357962,-103.662938,15,1400,1500,Short - grass - cholla association,DS,some,raw,NULL,NULL,0,NULL,NULL
1640,Denyes1956,Davis Mountains; Brewster County,USA,TX,30.357962,-103.662938,15,1400,1500,Short - grass - sacahuiste association,DS,some,raw,NULL,NULL,0,NULL,NULL
1641,Denyes1956,Davis Mountains; Brewster County,USA,TX,30.357962,-103.662938,15,1400,1500,Huisache association,DS,some,raw,NULL,NULL,0,NULL,NULL
1642,Denyes1956,Davis Mountains; Brewster County,USA,TX,30.357962,-103.662938,15,1500,2500,Rock - hill association,DS,some,raw,NULL,NULL,0,NULL,NULL
1643,Denyes1956,Davis Mountains; Brewster County,USA,TX,30.357962,-103.662938,15,1500,2500,Juniper - ocotillo association,CF,some,raw,NULL,NULL,0,NULL,NULL
1644,Denyes1956,Glass Mountains; Brewster County,USA,TX,30.435444,-103.109054,15,1400,1500,Sotol - juniper - lecheguilla association,CF,some,raw,NULL,NULL,0,NULL,NULL
1645,Denyes1956,Glass Mountains; Brewster County,USA,TX,30.435444,-103.109054,15,1400,1500,Juniper - sacahuiste association,CF,some,raw,NULL,NULL,0,NULL,NULL
1646,Denyes1956,Glass Mountains; Brewster County,USA,TX,30.435444,-103.109054,15,1400,1500,Short - grass - juniper association,CF,some,raw,NULL,NULL,0,NULL,NULL
1647,PetryszynUP,Santa Rita,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DS,all,raw,NULL,NULL,0,NULL,NULL
1648,PetryszynUP,60km NW Tucson; Silver Bell Validation Site of the Desert Biome,USA,AZ,32.419864,-111.423033,15,600,800,Sonoran Desert,DS,all,raw,NULL,NULL,0,NULL,NULL
1649,PetryszynUP,Red Hill Site; 3 mi S of Silver Bell,USA,AZ,32.337772,-111.498969,1,700,800,Sonoran Desert,DS,all,raw,NULL,NULL,0,NULL,NULL
